product_id,name,category,brand,price,description,rating,review_count,image_url
218,Fujifilm Z6 DSLR,Cameras,Fujifilm,183799,Get the best value with Fujifilm Z6 DSLR. Perfect for everyday use. Includes .,3.0,908,https://images.unsplash.com/photo-HjZ0iY5PkI0?auto=format&fit=crop&w=300&q=80
219,Sony X-T5 DSLR 2024,Cameras,Sony,31099,High performance Cameras designed for enthusiasts. DSLR features included.,4.4,553,https://images.unsplash.com/photo-xSTQu4g6lZ8?auto=format&fit=crop&w=300&q=80
220,Sony Z6 Mirrorless 2024,Cameras,Sony,152299,The new Sony Z6 Mirrorless 2024 from Sony is a game changer. Features: .,3.2,15,https://images.unsplash.com/photo-G6PElEPGr9k?auto=format&fit=crop&w=300&q=80
221,Canon Hero Compact 2024,Cameras,Canon,94199,Experience premium quality with Canon's Canon Hero Compact 2024. Top rated by users. Specs: .,3.5,949,https://images.unsplash.com/photo-pWhFcl-LvXI?auto=format&fit=crop&w=300&q=80
222,Canon Hero Compact 2024,Cameras,Canon,163399,The new Canon Hero Compact 2024 from Canon is a game changer. Features: .,4.2,1286,https://images.unsplash.com/photo-G6PElEPGr9k?auto=format&fit=crop&w=300&q=80
223,Nikon Z6 Action 2024,Cameras,Nikon,34299,Experience premium quality with Nikon's Nikon Z6 Action 2024. Top rated by users. Specs: .,3.3,1720,https://images.unsplash.com/photo-xSTQu4g6lZ8?auto=format&fit=crop&w=300&q=80
224,GoPro Z6 DSLR 2025,Cameras,GoPro,240699,Experience premium quality with GoPro's GoPro Z6 DSLR 2025. Top rated by users. Specs: .,3.9,455,https://images.unsplash.com/photo-G6PElEPGr9k?auto=format&fit=crop&w=300&q=80
225,GoPro Hero 4K 2025,Cameras,GoPro,36299,High performance Cameras designed for enthusiasts. 4K features included.,3.7,1403,https://images.unsplash.com/photo-pWhFcl-LvXI?auto=format&fit=crop&w=300&q=80
226,Nikon EOS 4K 2025,Cameras,Nikon,241499,High performance Cameras designed for enthusiasts. 4K features included.,3.9,809,https://images.unsplash.com/photo-JAJhlDObGI8?auto=format&fit=crop&w=300&q=80
227,Sony Z6 Action,Cameras,Sony,192899,High performance Cameras designed for enthusiasts. Action features included.,3.2,948,https://images.unsplash.com/photo-G6PElEPGr9k?auto=format&fit=crop&w=300&q=80
228,Nikon EOS Mirrorless 2025,Cameras,Nikon,199899,High performance Cameras designed for enthusiasts. Mirrorless features included.,3.3,1631,https://images.unsplash.com/photo-HjZ0iY5PkI0?auto=format&fit=crop&w=300&q=80
229,Sony X-T5 DSLR,Cameras,Sony,269499,"Stylish and durable, the Sony X-T5 DSLR is a must-have. Comes with .",4.5,966,https://images.unsplash.com/photo-JAJhlDObGI8?auto=format&fit=crop&w=300&q=80
230,Fujifilm Hero DSLR,Cameras,Fujifilm,197999,Get the best value with Fujifilm Hero DSLR. Perfect for everyday use. Includes .,4.1,361,https://images.unsplash.com/photo-HjZ0iY5PkI0?auto=format&fit=crop&w=300&q=80
231,Canon Hero 4K,Cameras,Canon,237599,"Stylish and durable, the Canon Hero 4K is a must-have. Comes with .",4.7,850,https://images.unsplash.com/photo-G6PElEPGr9k?auto=format&fit=crop&w=300&q=80
232,Canon Alpha Mirrorless 2024,Cameras,Canon,265399,"Stylish and durable, the Canon Alpha Mirrorless 2024 is a must-have. Comes with .",4.4,256,https://images.unsplash.com/photo-pWhFcl-LvXI?auto=format&fit=crop&w=300&q=80
233,Nikon EOS Compact,Cameras,Nikon,251599,"Stylish and durable, the Nikon EOS Compact is a must-have. Comes with .",3.5,648,https://images.unsplash.com/photo-JAJhlDObGI8?auto=format&fit=crop&w=300&q=80
234,Canon Alpha Mirrorless,Cameras,Canon,268099,The new Canon Alpha Mirrorless from Canon is a game changer. Features: .,4.2,619,https://images.unsplash.com/photo-G6PElEPGr9k?auto=format&fit=crop&w=300&q=80
235,Sony Alpha 4K 2025,Cameras,Sony,125099,"Stylish and durable, the Sony Alpha 4K 2025 is a must-have. Comes with .",3.1,1184,https://images.unsplash.com/photo-xSTQu4g6lZ8?auto=format&fit=crop&w=300&q=80
236,Nikon Hero Compact 2024,Cameras,Nikon,157599,The new Nikon Hero Compact 2024 from Nikon is a game changer. Features: .,3.7,235,https://images.unsplash.com/photo-pWhFcl-LvXI?auto=format&fit=crop&w=300&q=80
237,Sony EOS 4K 2024,Cameras,Sony,240999,High performance Cameras designed for enthusiasts. 4K features included.,3.2,1166,https://images.unsplash.com/photo-pWhFcl-LvXI?auto=format&fit=crop&w=300&q=80
238,Canon Alpha Action,Cameras,Canon,149599,High performance Cameras designed for enthusiasts. Action features included.,4.1,1547,https://images.unsplash.com/photo-pWhFcl-LvXI?auto=format&fit=crop&w=300&q=80
239,GoPro EOS DSLR,Cameras,GoPro,38699,Experience premium quality with GoPro's GoPro EOS DSLR. Top rated by users. Specs: .,4.0,1973,https://images.unsplash.com/photo-HjZ0iY5PkI0?auto=format&fit=crop&w=300&q=80
240,Fujifilm EOS Compact,Cameras,Fujifilm,30499,Get the best value with Fujifilm EOS Compact. Perfect for everyday use. Includes .,4.4,1803,https://images.unsplash.com/photo-HjZ0iY5PkI0?auto=format&fit=crop&w=300&q=80
